user_id,session_id,touchpoint_order,channel,timestamp,category_id,converted,journey_length,data_source
U00012,S00012_3,3,Direct,2025-01-24 00:00:00,971,0,6,SYNTHETIC
U00012,S00012_4,4,Direct,2025-01-25 17:00:00,971,0,6,SYNTHETIC
U00012,S00012_5,5,Referral,2025-01-26 21:00:00,971,0,6,SYNTHETIC
U00012,S00012_6,6,Direct,2025-01-29 13:00:00,971,0,6,SYNTHETIC
U00013,S00013_1,1,Referral,2025-01-31 10:00:00,652,0,2,SYNTHETIC
U00013,S00013_2,2,Organic Search,2025-02-01 04:00:00,652,0,2,SYNTHETIC
U00014,S00014_1,1,Display Ads,2025-02-06 07:00:00,264,0,3,SYNTHETIC
U00014,S00014_2,2,Paid Search,2025-02-08 11:00:00,264,0,3,SYNTHETIC
U00014,S00014_3,3,Display Ads,2025-02-10 10:00:00,264,0,3,SYNTHETIC
U00015,S00015_1,1,Paid Search,2025-02-02 12:00:00,743,0,2,SYNTHETIC
U00015,S00015_2,2,Social Media,2025-02-02 19:00:00,743,0,2,SYNTHETIC
U00016,S00016_1,1,Paid Search,2025-02-12 07:00:00,1223,0,5,SYNTHETIC
U00016,S00016_2,2,Organic Search,2025-02-12 16:00:00,1223,0,5,SYNTHETIC
U00016,S00016_3,3,Direct,2025-02-14 18:00:00,1223,0,5,SYNTHETIC
U00016,S00016_4,4,Direct,2025-02-16 19:00:00,1223,0,5,SYNTHETIC
U00016,S00016_5,5,Paid Search,2025-02-19 07:00:00,1223,0,5,SYNTHETIC
U00017,S00017_1,1,Display Ads,2025-02-25 15:00:00,600,0,5,SYNTHETIC
U00017,S00017_2,2,Display Ads,2025-02-28 12:00:00,600,0,5,SYNTHETIC
U00017,S00017_3,3,Display Ads,2025-03-01 23:00:00,600,0,5,SYNTHETIC
U00017,S00017_4,4,Display Ads,2025-03-03 19:00:00,600,0,5,SYNTHETIC
U00017,S00017_5,5,Organic Search,2025-03-04 10:00:00,600,0,5,SYNTHETIC
U00018,S00018_1,1,Paid Search,2025-01-31 10:00:00,1140,0,2,SYNTHETIC
U00018,S00018_2,2,Referral,2025-02-03 03:00:00,1140,0,2,SYNTHETIC
U00019,S00019_1,1,Display Ads,2025-03-01 15:00:00,984,0,3,SYNTHETIC
U00019,S00019_2,2,Organic Search,2025-03-04 08:00:00,984,0,3,SYNTHETIC
U00019,S00019_3,3,Paid Search,2025-03-05 10:00:00,984,1,3,SYNTHETIC
U00020,S00020_1,1,Direct,2025-01-13 20:00:00,812,0,4,SYNTHETIC
U00020,S00020_2,2,Referral,2025-01-13 21:00:00,812,0,4,SYNTHETIC
U00020,S00020_3,3,Referral,2025-01-15 15:00:00,812,0,4,SYNTHETIC
U00020,S00020_4,4,Email,2025-01-18 06:00:00,812,1,4,SYNTHETIC
U00021,S00021_1,1,Social Media,2025-02-27 07:00:00,1055,0,4,SYNTHETIC
U00021,S00021_2,2,Display Ads,2025-02-27 15:00:00,1055,0,4,SYNTHETIC
U00021,S00021_3,3,Email,2025-02-28 22:00:00,1055,0,4,SYNTHETIC
U00021,S00021_4,4,Referral,2025-03-01 09:00:00,1055,1,4,SYNTHETIC
U00022,S00022_1,1,Email,2025-02-24 21:00:00,1535,0,3,SYNTHETIC
U00022,S00022_2,2,Email,2025-02-25 14:00:00,1535,0,3,SYNTHETIC
U00022,S00022_3,3,Organic Search,2025-02-26 07:00:00,1535,0,3,SYNTHETIC
U00023,S00023_1,1,Display Ads,2025-01-13 20:00:00,452,0,1,SYNTHETIC
U00024,S00024_1,1,Email,2025-01-15 02:00:00,812,0,3,SYNTHETIC
U00024,S00024_2,2,Email,2025-01-16 18:00:00,812,0,3,SYNTHETIC
U00024,S00024_3,3,Direct,2025-01-18 22:00:00,812,0,3,SYNTHETIC
U00025,S00025_1,1,Referral,2025-01-26 19:00:00,656,0,3,SYNTHETIC
U00025,S00025_2,2,Referral,2025-01-29 05:00:00,656,0,3,SYNTHETIC
U00025,S00025_3,3,Paid Search,2025-01-29 21:00:00,656,0,3,SYNTHETIC
U00026,S00026_1,1,Organic Search,2025-01-24 23:00:00,1159,0,2,SYNTHETIC
U00026,S00026_2,2,Organic Search,2025-01-26 05:00:00,1159,0,2,SYNTHETIC
U00027,S00027_1,1,Organic Search,2025-01-05 08:00:00,1542,0,5,SYNTHETIC
U00027,S00027_2,2,Email,2025-01-06 14:00:00,1542,0,5,SYNTHETIC
U00027,S00027_3,3,Direct,2025-01-06 23:00:00,1542,0,5,SYNTHETIC
U00027,S00027_4,4,Direct,2025-01-07 04:00:00,1542,0,5,SYNTHETIC
U00027,S00027_5,5,Paid Search,2025-01-08 23:00:00,1542,1,5,SYNTHETIC
U00028,S00028_1,1,Paid Search,2025-01-19 04:00:00,380,0,3,SYNTHETIC
U00028,S00028_2,2,Display Ads,2025-01-22 02:00:00,380,0,3,SYNTHETIC
U00028,S00028_3,3,Referral,2025-01-22 19:00:00,380,0,3,SYNTHETIC
U00029,S00029_1,1,Display Ads,2025-02-07 08:00:00,266,0,2,SYNTHETIC
U00029,S00029_2,2,Paid Search,2025-02-09 21:00:00,266,0,2,SYNTHETIC
U00030,S00030_1,1,Paid Search,2025-01-09 08:00:00,1659,0,5,SYNTHETIC
U00030,S00030_2,2,Referral,2025-01-11 06:00:00,1659,0,5,SYNTHETIC
U00030,S00030_3,3,Organic Search,2025-01-13 13:00:00,1659,0,5,SYNTHETIC
U00030,S00030_4,4,Social Media,2025-01-15 18:00:00,1659,0,5,SYNTHETIC
U00030,S00030_5,5,Social Media,2025-01-18 06:00:00,1659,0,5,SYNTHETIC
U00031,S00031_1,1,Organic Search,2025-02-13 08:00:00,1645,0,2,SYNTHETIC
U00031,S00031_2,2,Paid Search,2025-02-15 12:00:00,1645,0,2,SYNTHETIC
U00032,S00032_1,1,Direct,2025-02-26 08:00:00,531,0,3,SYNTHETIC
U00032,S00032_2,2,Display Ads,2025-02-27 09:00:00,531,0,3,SYNTHETIC
U00032,S00032_3,3,Display Ads,2025-02-28 10:00:00,531,0,3,SYNTHETIC
U00033,S00033_1,1,Paid Search,2025-01-29 12:00:00,684,0,6,SYNTHETIC
U00033,S00033_2,2,Direct,2025-02-01 00:00:00,684,0,6,SYNTHETIC
U00033,S00033_3,3,Social Media,2025-02-02 08:00:00,684,0,6,SYNTHETIC
U00033,S00033_4,4,Social Media,2025-02-02 18:00:00,684,0,6,SYNTHETIC
U00033,S00033_5,5,Social Media,2025-02-05 03:00:00,684,0,6,SYNTHETIC
U00033,S00033_6,6,Social Media,2025-02-08 02:00:00,684,1,6,SYNTHETIC
U00034,S00034_1,1,Referral,2025-02-04 12:00:00,527,0,4,SYNTHETIC
U00034,S00034_2,2,Email,2025-02-05 19:00:00,527,0,4,SYNTHETIC
U00034,S00034_3,3,Organic Search,2025-02-06 17:00:00,527,0,4,SYNTHETIC
U00034,S00034_4,4,Paid Search,2025-02-08 22:00:00,527,0,4,SYNTHETIC
U00035,S00035_1,1,Paid Search,2025-02-25 08:00:00,971,0,2,SYNTHETIC
U00035,S00035_2,2,Organic Search,2025-02-26 06:00:00,971,0,2,SYNTHETIC
U00036,S00036_1,1,Email,2025-01-18 13:00:00,1449,0,6,SYNTHETIC
U00036,S00036_2,2,Paid Search,2025-01-20 20:00:00,1449,0,6,SYNTHETIC
U00036,S00036_3,3,Email,2025-01-23 20:00:00,1449,0,6,SYNTHETIC
U00036,S00036_4,4,Referral,2025-01-26 11:00:00,1449,0,6,SYNTHETIC
U00036,S00036_5,5,Paid Search,2025-01-27 07:00:00,1449,0,6,SYNTHETIC
U00036,S00036_6,6,Display Ads,2025-01-28 08:00:00,1449,0,6,SYNTHETIC
U00037,S00037_1,1,Organic Search,2025-02-07 08:00:00,1346,0,4,SYNTHETIC
U00037,S00037_2,2,Email,2025-02-09 01:00:00,1346,0,4,SYNTHETIC
U00037,S00037_3,3,Email,2025-02-09 09:00:00,1346,0,4,SYNTHETIC
U00037,S00037_4,4,Organic Search,2025-02-09 16:00:00,1346,0,4,SYNTHETIC
U00038,S00038_1,1,Display Ads,2025-02-28 21:00:00,680,0,3,SYNTHETIC
U00038,S00038_2,2,Paid Search,2025-03-01 05:00:00,680,0,3,SYNTHETIC
U00038,S00038_3,3,Organic Search,2025-03-03 23:00:00,680,1,3,SYNTHETIC
U00039,S00039_1,1,Paid Search,2025-01-05 09:00:00,1679,0,4,SYNTHETIC
U00039,S00039_2,2,Organic Search,2025-01-06 16:00:00,1679,0,4,SYNTHETIC
U00039,S00039_3,3,Social Media,2025-01-08 20:00:00,1679,0,4,SYNTHETIC
U00039,S00039_4,4,Paid Search,2025-01-09 12:00:00,1679,0,4,SYNTHETIC
U00040,S00040_1,1,Display Ads,2025-01-16 06:00:00,1267,0,2,SYNTHETIC
U00040,S00040_2,2,Display Ads,2025-01-16 17:00:00,1267,0,2,SYNTHETIC
U00041,S00041_1,1,Display Ads,2025-02-07 17:00:00,552,0,6,SYNTHETIC
U00041,S00041_2,2,Organic Search,2025-02-09 03:00:00,552,0,6,SYNTHETIC
U00041,S00041_3,3,Paid Search,2025-02-10 06:00:00,552,0,6,SYNTHETIC
U00041,S00041_4,4,Organic Search,2025-02-11 23:00:00,552,0,6,SYNTHETIC
U00041,S00041_5,5,Direct,2025-02-13 06:00:00,552,0,6,SYNTHETIC
U00041,S00041_6,6,Direct,2025-02-14 16:00:00,552,0,6,SYNTHETIC
U00042,S00042_1,1,Referral,2025-02-13 11:00:00,924,0,4,SYNTHETIC
U00042,S00042_2,2,Referral,2025-02-15 04:00:00,924,0,4,SYNTHETIC
U00042,S00042_3,3,Display Ads,2025-02-15 14:00:00,924,0,4,SYNTHETIC
U00042,S00042_4,4,Social Media,2025-02-15 16:00:00,924,0,4,SYNTHETIC
U00043,S00043_1,1,Display Ads,2025-01-09 21:00:00,36,0,1,SYNTHETIC
U00044,S00044_1,1,Social Media,2025-01-09 09:00:00,715,0,5,SYNTHETIC
U00044,S00044_2,2,Email,2025-01-10 17:00:00,715,0,5,SYNTHETIC
U00044,S00044_3,3,Social Media,2025-01-12 17:00:00,715,0,5,SYNTHETIC
U00044,S00044_4,4,Social Media,2025-01-14 06:00:00,715,0,5,SYNTHETIC
U00044,S00044_5,5,Display Ads,2025-01-15 03:00:00,715,0,5,SYNTHETIC
U00045,S00045_1,1,Display Ads,2025-02-17 20:00:00,837,0,5,SYNTHETIC
U00045,S00045_2,2,Display Ads,2025-02-17 22:00:00,837,0,5,SYNTHETIC
U00045,S00045_3,3,Email,2025-02-20 21:00:00,837,0,5,SYNTHETIC
U00045,S00045_4,4,Organic Search,2025-02-22 12:00:00,837,0,5,SYNTHETIC
U00045,S00045_5,5,Organic Search,2025-02-23 02:00:00,837,0,5,SYNTHETIC
U00046,S00046_1,1,Paid Search,2025-01-17 14:00:00,58,0,4,SYNTHETIC
U00046,S00046_2,2,Organic Search,2025-01-20 13:00:00,58,0,4,SYNTHETIC
U00046,S00046_3,3,Organic Search,2025-01-21 09:00:00,58,0,4,SYNTHETIC
U00046,S00046_4,4,Email,2025-01-22 20:00:00,58,1,4,SYNTHETIC
U00047,S00047_1,1,Paid Search,2025-02-16 03:00:00,581,0,2,SYNTHETIC
U00047,S00047_2,2,Social Media,2025-02-17 13:00:00,581,0,2,SYNTHETIC
U00048,S00048_1,1,Social Media,2025-02-27 12:00:00,1457,0,4,SYNTHETIC
U00048,S00048_2,2,Paid Search,2025-03-01 19:00:00,1457,0,4,SYNTHETIC
U00048,S00048_3,3,Display Ads,2025-03-03 07:00:00,1457,0,4,SYNTHETIC
U00048,S00048_4,4,Paid Search,2025-03-03 13:00:00,1457,1,4,SYNTHETIC
U00049,S00049_1,1,Direct,2025-01-10 10:00:00,1336,0,4,SYNTHETIC
U00049,S00049_2,2,Referral,2025-01-11 07:00:00,1336,0,4,SYNTHETIC
U00049,S00049_3,3,Referral,2025-01-13 16:00:00,1336,0,4,SYNTHETIC
U00049,S00049_4,4,Referral,2025-01-16 15:00:00,1336,0,4,SYNTHETIC
U00050,S00050_1,1,Display Ads,2025-01-01 10:00:00,65,0,1,SYNTHETIC
U00051,S00051_1,1,Referral,2025-03-01 22:00:00,1468,0,2,SYNTHETIC
U00051,S00051_2,2,Paid Search,2025-03-02 03:00:00,1468,0,2,SYNTHETIC
U00052,S00052_1,1,Display Ads,2025-02-07 08:00:00,726,0,3,SYNTHETIC
U00052,S00052_2,2,Referral,2025-02-08 01:00:00,726,0,3,SYNTHETIC
U00052,S00052_3,3,Display Ads,2025-02-08 07:00:00,726,0,3,SYNTHETIC
U00053,S00053_1,1,Direct,2025-02-26 22:00:00,483,0,3,SYNTHETIC
U00053,S00053_2,2,Referral,2025-02-28 01:00:00,483,0,3,SYNTHETIC
U00053,S00053_3,3,Email,2025-03-01 09:00:00,483,0,3,SYNTHETIC
U00054,S00054_1,1,Social Media,2025-02-21 05:00:00,613,0,4,SYNTHETIC
U00054,S00054_2,2,Social Media,2025-02-22 01:00:00,613,0,4,SYNTHETIC
U00054,S00054_3,3,Organic Search,2025-02-23 08:00:00,613,0,4,SYNTHETIC
U00054,S00054_4,4,Email,2025-02-24 05:00:00,613,0,4,SYNTHETIC
U00055,S00055_1,1,Direct,2025-01-12 04:00:00,1360,0,6,SYNTHETIC
U00055,S00055_2,2,Direct,2025-01-13 03:00:00,1360,0,6,SYNTHETIC
U00055,S00055_3,3,Direct,2025-01-14 22:00:00,1360,0,6,SYNTHETIC
U00055,S00055_4,4,Email,2025-01-17 03:00:00,1360,0,6,SYNTHETIC
U00055,S00055_5,5,Organic Search,2025-01-18 11:00:00,1360,0,6,SYNTHETIC
U00055,S00055_6,6,Direct,2025-01-19 22:00:00,1360,1,6,SYNTHETIC
U00056,S00056_1,1,Referral,2025-01-07 05:00:00,1337,0,6,SYNTHETIC
U00056,S00056_2,2,Direct,2025-01-09 18:00:00,1337,0,6,SYNTHETIC
U00056,S00056_3,3,Direct,2025-01-10 23:00:00,1337,0,6,SYNTHETIC
U00056,S00056_4,4,Social Media,2025-01-12 01:00:00,1337,0,6,SYNTHETIC
U00056,S00056_5,5,Social Media,2025-01-14 12:00:00,1337,0,6,SYNTHETIC
U00056,S00056_6,6,Referral,2025-01-16 09:00:00,1337,0,6,SYNTHETIC
U00057,S00057_1,1,Direct,2025-02-26 05:00:00,1697,0,2,SYNTHETIC
U00057,S00057_2,2,Referral,2025-02-26 09:00:00,1697,0,2,SYNTHETIC
U00058,S00058_1,1,Email,2025-01-22 09:00:00,771,0,4,SYNTHETIC
U00058,S00058_2,2,Email,2025-01-23 21:00:00,771,0,4,SYNTHETIC
U00058,S00058_3,3,Organic Search,2025-01-25 18:00:00,771,0,4,SYNTHETIC
U00058,S00058_4,4,Email,2025-01-28 12:00:00,771,0,4,SYNTHETIC
U00059,S00059_1,1,Direct,2025-02-04 04:00:00,559,0,2,SYNTHETIC
U00059,S00059_2,2,Display Ads,2025-02-04 19:00:00,559,0,2,SYNTHETIC
U00060,S00060_1,1,Social Media,2025-01-13 10:00:00,878,0,4,SYNTHETIC
U00060,S00060_2,2,Email,2025-01-13 15:00:00,878,0,4,SYNTHETIC
U00060,S00060_3,3,Display Ads,2025-01-14 05:00:00,878,0,4,SYNTHETIC
U00060,S00060_4,4,Social Media,2025-01-16 13:00:00,878,0,4,SYNTHETIC
U00061,S00061_1,1,Direct,2025-01-23 18:00:00,1561,0,5,SYNTHETIC
U00061,S00061_2,2,Direct,2025-01-24 09:00:00,1561,0,5,SYNTHETIC
U00061,S00061_3,3,Direct,2025-01-26 11:00:00,1561,0,5,SYNTHETIC
U00061,S00061_4,4,Direct,2025-01-27 12:00:00,1561,0,5,SYNTHETIC
U00061,S00061_5,5,Display Ads,2025-01-28 21:00:00,1561,1,5,SYNTHETIC
U00062,S00062_1,1,Email,2025-01-03 21:00:00,841,0,4,SYNTHETIC
U00062,S00062_2,2,Email,2025-01-04 23:00:00,841,0,4,SYNTHETIC
U00062,S00062_3,3,Display Ads,2025-01-06 22:00:00,841,0,4,SYNTHETIC
U00062,S00062_4,4,Display Ads,2025-01-09 06:00:00,841,1,4,SYNTHETIC
U00063,S00063_1,1,Referral,2025-03-01 17:00:00,417,0,3,SYNTHETIC
U00063,S00063_2,2,Social Media,2025-03-02 09:00:00,417,0,3,SYNTHETIC
U00063,S00063_3,3,Organic Search,2025-03-04 00:00:00,417,0,3,SYNTHETIC
U00064,S00064_1,1,Referral,2025-01-29 04:00:00,1045,0,1,SYNTHETIC
U00065,S00065_1,1,Display Ads,2025-01-11 06:00:00,93,0,3,SYNTHETIC
U00065,S00065_2,2,Paid Search,2025-01-13 07:00:00,93,0,3,SYNTHETIC
U00065,S00065_3,3,Email,2025-01-14 06:00:00,93,0,3,SYNTHETIC
U00066,S00066_1,1,Social Media,2025-01-26 01:00:00,262,0,1,SYNTHETIC
U00067,S00067_1,1,Paid Search,2025-01-29 18:00:00,603,0,3,SYNTHETIC
U00067,S00067_2,2,Organic Search,2025-02-01 06:00:00,603,0,3,SYNTHETIC
U00067,S00067_3,3,Social Media,2025-02-03 15:00:00,603,0,3,SYNTHETIC
U00068,S00068_1,1,Paid Search,2025-02-02 22:00:00,382,0,2,SYNTHETIC
U00068,S00068_2,2,Email,2025-02-03 09:00:00,382,0,2,SYNTHETIC
U00069,S00069_1,1,Referral,2025-02-11 19:00:00,444,1,1,SYNTHETIC
U00070,S00070_1,1,Direct,2025-01-17 05:00:00,1298,0,3,SYNTHETIC
U00070,S00070_2,2,Referral,2025-01-18 07:00:00,1298,0,3,SYNTHETIC
U00070,S00070_3,3,Referral,2025-01-19 02:00:00,1298,1,3,SYNTHETIC
U00071,S00071_1,1,Paid Search,2025-01-31 10:00:00,423,0,3,SYNTHETIC
U00071,S00071_2,2,Paid Search,2025-02-02 21:00:00,423,0,3,SYNTHETIC
U00071,S00071_3,3,Display Ads,2025-02-05 03:00:00,423,0,3,SYNTHETIC
U00072,S00072_1,1,Display Ads,2025-01-15 16:00:00,1304,0,3,SYNTHETIC
U00072,S00072_2,2,Organic Search,2025-01-17 20:00:00,1304,0,3,SYNTHETIC
U00072,S00072_3,3,Organic Search,2025-01-19 04:00:00,1304,1,3,SYNTHETIC
U00073,S00073_1,1,Referral,2025-01-03 07:00:00,1616,0,5,SYNTHETIC
U00073,S00073_2,2,Referral,2025-01-04 12:00:00,1616,0,5,SYNTHETIC
U00073,S00073_3,3,Social Media,2025-01-05 11:00:00,1616,0,5,SYNTHETIC
U00073,S00073_4,4,Paid Search,2025-01-08 06:00:00,1616,0,5,SYNTHETIC
U00073,S00073_5,5,Paid Search,2025-01-10 18:00:00,1616,1,5,SYNTHETIC
U00074,S00074_1,1,Paid Search,2025-03-02 11:00:00,290,0,3,SYNTHETIC
U00074,S00074_2,2,Display Ads,2025-03-03 05:00:00,290,0,3,SYNTHETIC
U00074,S00074_3,3,Display Ads,2025-03-05 17:00:00,290,0,3,SYNTHETIC
U00075,S00075_1,1,Display Ads,2025-02-10 09:00:00,35,0,6,SYNTHETIC
U00075,S00075_2,2,Display Ads,2025-02-13 02:00:00,35,0,6,SYNTHETIC
U00075,S00075_3,3,Email,2025-02-15 09:00:00,35,0,6,SYNTHETIC
U00075,S00075_4,4,Email,2025-02-18 08:00:00,35,0,6,SYNTHETIC
U00075,S00075_5,5,Email,2025-02-20 18:00:00,35,0,6,SYNTHETIC
U00075,S00075_6,6,Paid Search,2025-02-21 15:00:00,35,0,6,SYNTHETIC
U00076,S00076_1,1,Email,2025-01-30 08:00:00,1448,0,4,SYNTHETIC
U00076,S00076_2,2,Organic Search,2025-01-31 20:00:00,1448,0,4,SYNTHETIC
U00076,S00076_3,3,Organic Search,2025-02-03 15:00:00,1448,0,4,SYNTHETIC
U00076,S00076_4,4,Organic Search,2025-02-06 06:00:00,1448,0,4,SYNTHETIC
U00077,S00077_1,1,Social Media,2025-01-30 13:00:00,1610,0,5,SYNTHETIC
U00077,S00077_2,2,Display Ads,2025-01-31 20:00:00,1610,0,5,SYNTHETIC
U00077,S00077_3,3,Social Media,2025-02-02 07:00:00,1610,0,5,SYNTHETIC
U00077,S00077_4,4,Organic Search,2025-02-04 02:00:00,1610,0,5,SYNTHETIC
U00077,S00077_5,5,Social Media,2025-02-05 19:00:00,1610,0,5,SYNTHETIC
U00078,S00078_1,1,Organic Search,2025-01-10 06:00:00,918,0,2,SYNTHETIC
U00078,S00078_2,2,Social Media,2025-01-12 08:00:00,918,0,2,SYNTHETIC
U00079,S00079_1,1,Referral,2025-01-16 06:00:00,1262,0,4,SYNTHETIC
U00079,S00079_2,2,Display Ads,2025-01-18 11:00:00,1262,0,4,SYNTHETIC
U00079,S00079_3,3,Organic Search,2025-01-20 06:00:00,1262,0,4,SYNTHETIC
U00079,S00079_4,4,Paid Search,2025-01-23 04:00:00,1262,0,4,SYNTHETIC
U00080,S00080_1,1,Organic Search,2025-01-16 02:00:00,356,0,3,SYNTHETIC
U00080,S00080_2,2,Referral,2025-01-16 05:00:00,356,0,3,SYNTHETIC
U00080,S00080_3,3,Referral,2025-01-18 06:00:00,356,0,3,SYNTHETIC
U00081,S00081_1,1,Social Media,2025-01-22 06:00:00,30,0,1,SYNTHETIC
U00082,S00082_1,1,Referral,2025-02-05 05:00:00,869,0,1,SYNTHETIC
U00083,S00083_1,1,Social Media,2025-01-28 04:00:00,380,0,6,SYNTHETIC
U00083,S00083_2,2,Email,2025-01-30 06:00:00,380,0,6,SYNTHETIC
U00083,S00083_3,3,Email,2025-02-01 02:00:00,380,0,6,SYNTHETIC
U00083,S00083_4,4,Email,2025-02-03 06:00:00,380,0,6,SYNTHETIC
U00083,S00083_5,5,Email,2025-02-04 04:00:00,380,0,6,SYNTHETIC
U00083,S00083_6,6,Email,2025-02-06 16:00:00,380,0,6,SYNTHETIC
U00084,S00084_1,1,Display Ads,2025-02-06 03:00:00,898,0,3,SYNTHETIC
U00084,S00084_2,2,Direct,2025-02-06 07:00:00,898,0,3,SYNTHETIC
U00084,S00084_3,3,Direct,2025-02-06 18:00:00,898,0,3,SYNTHETIC
U00085,S00085_1,1,Paid Search,2025-02-26 00:00:00,867,1,1,SYNTHETIC
U00086,S00086_1,1,Email,2025-01-23 11:00:00,1472,0,1,SYNTHETIC
U00087,S00087_1,1,Direct,2025-02-27 12:00:00,1652,0,4,SYNTHETIC
U00087,S00087_2,2,Organic Search,2025-03-01 18:00:00,1652,0,4,SYNTHETIC
U00087,S00087_3,3,Paid Search,2025-03-03 03:00:00,1652,0,4,SYNTHETIC
U00087,S00087_4,4,Display Ads,2025-03-03 14:00:00,1652,0,4,SYNTHETIC
U00088,S00088_1,1,Referral,2025-02-05 21:00:00,128,0,5,SYNTHETIC
U00088,S00088_2,2,Paid Search,2025-02-07 02:00:00,128,0,5,SYNTHETIC
U00088,S00088_3,3,Organic Search,2025-02-07 11:00:00,128,0,5,SYNTHETIC
U00088,S00088_4,4,Email,2025-02-07 17:00:00,128,0,5,SYNTHETIC
U00088,S00088_5,5,Email,2025-02-07 21:00:00,128,0,5,SYNTHETIC
U00089,S00089_1,1,Paid Search,2025-02-23 20:00:00,1185,0,4,SYNTHETIC
U00089,S00089_2,2,Display Ads,2025-02-25 03:00:00,1185,0,4,SYNTHETIC
U00089,S00089_3,3,Paid Search,2025-02-25 20:00:00,1185,0,4,SYNTHETIC
U00089,S00089_4,4,Paid Search,2025-02-28 09:00:00,1185,0,4,SYNTHETIC
U00090,S00090_1,1,Display Ads,2025-03-04 12:00:00,1663,0,5,SYNTHETIC
U00090,S00090_2,2,Direct,2025-03-05 21:00:00,1663,0,5,SYNTHETIC
U00090,S00090_3,3,Email,2025-03-07 21:00:00,1663,0,5,SYNTHETIC
U00090,S00090_4,4,Email,2025-03-08 19:00:00,1663,0,5,SYNTHETIC
U00090,S00090_5,5,Referral,2025-03-09 10:00:00,1663,0,5,SYNTHETIC
U00091,S00091_1,1,Paid Search,2025-01-20 04:00:00,1098,0,6,SYNTHETIC
U00091,S00091_2,2,Referral,2025-01-21 20:00:00,1098,0,6,SYNTHETIC
